,lon,lat,z1p0,z2p5,sigma,vs30,v22p12,v22p11,v22p4,v22p2,v21p6,v21p1,v20p9,v20p6,v20p5,v20p4
2200f57,175.653932697,-37.9927303999,0.065,1.075,0.3,500.000000031974,False,False,False,False,False,False,True,True,True,True
2200f58,175.67963,-38.0465463,0.065,1.225,0.3,690.974348966505,False,False,False,False,False,False,True,True,True,True
2200f59,175.70244965,-38.0645103942,0.065,1.175,0.5,690.974348966343,False,False,False,False,False,False,True,True,True,True
2200f5a,175.67963,-38.0824789001,0.065,1.125,0.3,500.000000000044,False,False,False,False,False,False,True,True,True,True
2200f5b,175.65681035,-38.0645103942,0.065,1.175,0.3,500.000000000145,False,False,False,False,False,False,True,True,True,True
2200f5c,175.728191679,-38.082384865,0.065,1.025,0.5,500.000000000004,False,False,False,False,False,False,True,True,True,True
2200f5d,175.751022517,-38.1003489564,0.055,0.975,0.5,690.974348966214,False,False,False,False,False,False,True,True,True,True
2200f5e,175.728191679,-38.1183174651,0.055,0.875,0.5,690.974348966214,False,False,False,False,False,False,True,True,True,True
2200f5f,175.705360841,-38.1003489564,0.045,0.975,0.5,690.974348966217,False,False,False,False,False,False,True,True,True,True
2200f60,175.68253,-38.1183263,0.055,0.875,0.5,690.974348966216,False,False,False,False,False,False,True,True,True,True
2200f61,175.705372078,-38.1362903885,0.045,0.825,0.5,690.974348966212,False,False,False,False,False,False,True,True,True,True
2200f62,175.68253,-38.1542589001,0.045,0.725,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
2200f63,175.659687922,-38.1362903885,0.075,0.775,0.5,500.000000000002,False,False,False,False,False,False,True,True,True,True
2200f64,175.794518216,-39.6614543524,0.055,0.325,0.5,455.000000000004,True,True,False,False,False,False,True,True,True,True
2200f65,175.817862322,-39.6794183155,0.055,0.325,0.5,455.000000000008,True,True,False,False,False,False,True,True,True,True
2200f66,175.794518216,-39.6973869525,0.045,0.325,0.5,455.000000000043,True,True,False,False,False,False,True,True,True,True
2200f67,175.771174109,-39.6794183155,0.045,0.325,0.5,455.000000000006,True,True,False,False,False,False,True,True,True,True
2200f68,175.81627216,-40.1638641844,0.055,0.275,0.5,500.000425564918,True,True,False,False,False,False,True,True,True,True
2200f69,175.839788238,-40.1818281055,0.045,0.225,0.5,455.00091824551,True,True,False,False,False,False,True,True,True,True
2200f6a,175.81627216,-40.1997967845,0.045,0.275,0.5,455.000144872589,True,True,False,False,False,False,True,True,True,True
2200f6b,175.792756081,-40.1818281055,0.055,0.275,0.5,500.000064575117,True,True,False,False,False,False,True,True,True,True
2200f6c,175.77234,-40.2715863,0.065,0.275,0.5,500.000000178504,True,True,False,False,False,True,True,True,True,True
2200f6d,175.795893518,-40.2895502121,0.045,0.275,0.5,455.000000188539,True,True,False,False,False,True,True,True,True,True
2200f6e,175.77234,-40.3075189001,0.055,0.275,0.5,455.000000060116,True,True,False,False,False,True,True,True,True,True
2200f6f,175.748786482,-40.2895502121,0.055,0.275,0.5,500.000000037531,True,True,False,False,False,True,True,True,True,True
2200f70,175.828852622,-40.4509540872,0.075,0.325,0.5,500.00000003868,True,True,False,False,False,True,True,True,True,True
2200f71,175.852468931,-40.4689179841,0.055,0.325,0.5,500.000000038853,True,True,False,False,False,True,True,True,True,True
2200f72,175.828852622,-40.4868866873,0.045,0.325,0.5,455.000000419646,True,True,False,False,False,True,True,True,True,True
2200f73,175.805236313,-40.4689179841,0.065,0.325,0.5,500.000000177184,True,True,False,False,False,True,True,True,True,True
2200f74,175.762596412,-36.7165352909,0.055,0.325,0.5,240.749937291187,False,False,False,False,False,False,True,True,True,True
2200f75,175.785014617,-36.7344994887,0.035,0.325,0.5,693.747234049515,False,False,False,False,False,False,True,True,True,True
2200f76,175.762596412,-36.752467891,0.045,0.325,0.5,702.9072234311,False,False,False,False,False,False,True,True,True,True
2200f77,175.740178207,-36.7344994887,0.055,0.325,0.5,518.776383341432,False,False,False,False,False,False,True,True,True,True
2200f78,175.71776,-36.7524763,0.035,0.325,0.5,624.788204440444,False,False,False,False,False,False,True,True,True,True
2200f79,175.740188709,-36.7704404951,0.035,0.325,0.5,708.334025427625,False,False,False,False,False,False,True,True,True,True
2200f7a,175.71776,-36.7884089001,0.035,0.325,0.5,696.921722973068,False,False,False,False,False,False,True,True,True,True
2200f7b,175.695331291,-36.7704404951,0.045,0.325,0.5,704.732604735864,False,False,False,False,False,False,True,True,True,True
2200f7d,175.695341793,-36.7344994887,0.045,0.325,0.5,719.890732231233,False,False,False,False,False,False,True,True,True,True
2200f7e,175.672923588,-36.752467891,0.045,0.325,0.5,699.084836623549,False,False,False,False,False,False,True,True,True,True
2200f7f,175.650505383,-36.7344994887,0.065,0.325,0.5,474.617783420533,False,False,False,False,False,False,True,True,True,True
2200f81,175.743089744,-36.8422204896,0.055,0.325,0.5,240.011247019335,False,False,False,False,False,False,True,True,True,True
2200f82,175.72064,-36.8601889001,0.035,0.325,0.5,690.997255644476,False,False,False,False,False,False,True,True,True,True
2200f83,175.698190256,-36.8422204896,0.075,0.325,0.5,183.005067427863,False,False,False,False,False,False,True,True,True,True
2200f84,175.771422836,-36.9318552248,0.045,0.325,0.5,690.974427778673,False,False,False,False,False,False,True,True,True,True
2200f85,175.793904252,-36.9498194061,0.035,0.325,0.5,690.974363589415,False,False,False,False,False,False,True,True,True,True
2200f86,175.771422836,-36.9677878249,0.035,0.325,0.5,690.974353212171,False,False,False,False,False,False,True,True,True,True
2200f87,175.748941419,-36.9498194061,0.045,0.325,0.5,690.974369025878,False,False,False,False,False,False,True,True,True,True
2200f88,175.777327871,-37.0754051805,0.065,0.325,0.5,257.15253182545,False,False,False,False,False,False,True,True,True,True
2200f89,175.799851805,-37.0933693507,0.035,0.325,0.5,690.974348966498,False,False,False,False,False,False,True,True,True,True
2200f8a,175.777327871,-37.1113377806,0.045,0.325,0.5,690.974348966374,False,False,False,False,False,False,True,True,True,True
2200f8b,175.754803937,-37.0933693507,0.045,0.325,0.5,690.974348966536,False,False,False,False,False,False,True,True,True,True
2200f8c,175.744,-37.3984263,0.035,0.325,0.5,690.974348966241,False,False,False,False,False,False,True,True,True,True
2200f8d,175.766620721,-37.4163904452,0.045,0.375,0.5,690.974348966281,False,False,False,False,False,False,True,True,True,True
2200f8e,175.744,-37.4343589001,0.035,0.325,0.5,690.97434896645,False,False,False,False,False,False,True,True,True,True
2200f8f,175.721379279,-37.4163904452,0.045,0.325,0.5,690.974348966408,False,False,False,False,False,False,True,True,True,True
2200f90,175.74695,-37.4702063,0.035,0.475,0.5,690.974348969522,False,False,False,False,False,False,True,True,True,True
2200f91,175.769592439,-37.4881704396,0.045,0.875,0.5,690.97434897008,False,False,False,False,False,False,True,True,True,True
2200f92,175.74695,-37.5061389001,0.035,1.025,0.5,690.974348975477,False,False,False,False,False,False,True,True,True,True
2200f93,175.724307561,-37.4881704396,0.035,0.475,0.5,690.974348974869,False,False,False,False,False,False,True,True,True,True
2200f94,175.798200283,-37.5778050242,0.045,0.975,0.5,690.974349047516,False,False,False,False,False,False,True,True,True,True
2200f95,175.820875423,-37.5957691553,0.035,1.075,0.5,690.97434901964,False,False,False,False,False,False,True,True,True,True
2200f96,175.798200283,-37.6137376243,0.645,0.725,0.3,455.00000024022,False,False,False,False,False,False,True,True,True,True
2200f97,175.775525143,-37.5957691553,0.625,0.775,0.3,335.279504368328,False,False,False,False,False,False,True,True,True,True
2200f98,175.801204095,-37.6495650017,0.435,0.625,0.3,350.702935316704,False,False,False,False,False,False,True,True,True,True
2200f99,175.823901141,-37.6675291272,0.225,0.775,0.3,335.279503802273,False,False,False,False,False,False,True,True,True,True
2200f9a,175.801204095,-37.6854976018,0.245,0.675,0.3,393.843897492178,False,False,False,False,False,False,True,True,True,True
2200f9b,175.778507049,-37.6675291272,0.195,0.575,0.3,411.083351337413,False,False,False,False,False,False,True,True,True,True
2200f9c,175.75877,-37.7572863,0.385,0.625,0.3,500.000010700142,False,False,False,False,False,False,True,True,True,True
2200f9d,175.781500077,-37.7752504171,0.435,0.775,0.3,500.000002174134,False,False,False,False,False,False,True,True,True,True
2200f9e,175.75877,-37.7932189001,0.375,0.675,0.3,500.000007591432,False,False,False,False,False,False,True,True,True,True
2200f9f,175.736039923,-37.7752504171,0.225,0.575,0.3,335.279628666848,False,False,False,False,False,False,True,True,True,True
2200fa0,175.807232213,-37.7931249565,0.255,0.825,0.3,500.000000521198,False,False,False,False,False,False,True,True,True,True
2200fa1,175.829973318,-37.8110890707,0.105,0.975,0.3,500.000000075911,False,False,False,False,False,False,True,True,True,True
2200fa2,175.807232213,-37.8290575566,0.415,0.925,0.3,500.000000106805,False,False,False,False,False,False,True,True,True,True
2200fa3,175.784491108,-37.8110890707,0.375,0.825,0.3,500.000001001906,False,False,False,False,False,False,True,True,True,True
2200fa4,175.76175,-37.8290663,0.245,0.825,0.3,500.000001393641,False,False,False,False,False,False,True,True,True,True
2200fa5,175.784502185,-37.8470304114,0.295,0.925,0.3,500.000000430182,False,False,False,False,False,False,True,True,True,True
2200fa6,175.76175,-37.8649989001,0.175,0.925,0.3,500.000000693639,False,False,False,False,False,False,True,True,True,True
2200fa7,175.738997815,-37.8470304114,0.065,0.825,0.3,500.000004355746,False,False,False,False,False,False,True,True,True,True
2200fa8,175.76772,-37.9726063,0.095,1.225,0.3,500.000000002791,False,False,False,False,False,False,True,True,True,True
2200fa9,175.790516631,-37.9905704001,0.075,1.075,0.3,500.000000000186,False,False,False,False,False,False,True,True,True,True
2200faa,175.76772,-38.0085389001,0.055,1.125,0.5,690.974348966485,False,False,False,False,False,False,True,True,True,True
2200fab,175.744923369,-37.9905704001,0.035,1.325,0.5,690.974348970004,False,False,False,False,False,False,True,True,True,True
2200fac,175.816325546,-38.0084248885,0.065,0.975,0.5,690.974348966319,False,False,False,False,False,False,True,True,True,True
2200fad,175.839133318,-38.0263889857,0.045,1.025,0.5,690.974348966217,False,False,False,False,False,False,True,True,True,True
2200fae,175.816325546,-38.0443574886,0.055,0.975,0.5,690.974348966217,False,False,False,False,False,False,True,True,True,True
2200faf,175.793517775,-38.0263889857,0.075,0.975,0.5,690.974348966304,False,False,False,False,False,False,True,True,True,True
2200fb0,175.77071,-38.0443663,0.065,1.025,0.5,690.974348966278,False,False,False,False,False,False,True,True,True,True
2200fb1,175.79352897,-38.0623303944,0.065,0.975,0.5,690.974348966217,False,False,False,False,False,False,True,True,True,True
2200fb2,175.77071,-38.0802989001,0.055,0.975,0.5,690.974348966216,False,False,False,False,False,False,True,True,True,True
2200fb3,175.74789103,-38.0623303944,0.065,1.025,0.5,690.974348966241,False,False,False,False,False,False,True,True,True,True
2200fb4,175.819360317,-38.0802048657,0.075,1.175,0.5,690.974348966213,False,False,False,False,False,False,True,True,True,True
2200fb5,175.842190474,-38.0981689572,0.055,1.375,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
2200fb6,175.819360317,-38.1161374658,0.065,1.375,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
2200fb7,175.79653016,-38.0981689572,0.065,1.175,0.5,690.974348966212,False,False,False,False,False,False,True,True,True,True
2200fb8,175.7737,-38.1161463,0.065,1.125,0.5,335.279503497186,False,False,False,False,False,False,True,True,True,True
2200fb9,175.796541396,-38.1341103887,0.065,1.375,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
2200fba,175.7737,-38.1520789001,0.065,1.275,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
2200fbb,175.750858604,-38.1341103887,0.055,1.025,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
2200fbc,175.733959682,-38.2237348201,0.055,1.275,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
2200fbd,175.75683484,-38.2416989002,0.045,1.825,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
2200fbe,175.733959682,-38.2596674202,0.055,1.625,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
2200fbf,175.711084524,-38.2416989002,0.055,1.175,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
2200fc0,175.78574,-38.4032163,0.075,1.525,0.5,500.0,False,False,False,False,False,False,True,True,True,True
2200fc1,175.808671883,-38.4211803658,0.075,1.525,0.5,500.0,False,False,False,False,False,False,True,True,True,True
2200fc2,175.78574,-38.4391489001,0.075,1.575,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
2200fc3,175.762808117,-38.4211803658,0.055,1.525,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
2200fc4,175.78877,-38.4749963,0.055,1.675,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
2200fc5,175.811724712,-38.49296036,0.045,1.625,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
2200fc6,175.78877,-38.5109289001,0.055,1.675,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
2200fc7,175.765815288,-38.49296036,0.045,1.625,0.5,690.974348966211,False,False,False,False,False,False,True,True,True,True
2200fc8,175.81012,-38.9773763,0.085,1.375,0.5,500.0,False,True,False,False,False,False,True,True,True,True
2200fc9,175.833236786,-38.9953403194,0.055,1.875,0.5,690.974348966211,False,True,False,False,False,False,True,True,True,True
2200fca,175.81012,-39.0133089001,0.085,1.525,0.5,690.974348966211,False,True,False,False,False,False,True,True,True,True
2200fcb,175.787003214,-38.9953403194,0.045,1.175,0.5,500.0,False,True,False,False,False,False,True,True,True,True
2200fcc,175.86963,-40.3409763,0.065,0.275,0.5,500.000000018871,True,True,False,False,False,True,True,True,True,True
2200fcd,175.893207742,-40.3589402062,0.065,0.275,0.5,455.000000009238,True,True,False,False,False,True,True,True,True,True
2200fce,175.86963,-40.3769089001,0.065,0.325,0.5,500.000000001737,True,True,False,False,False,True,True,True,True,True
2200fcf,175.846052258,-40.3589402062,0.065,0.275,0.5,500.00000000312,True,True,False,False,False,True,True,True,True,True
2200fd2,175.81313,-36.8579337,0.045,0.325,0.5,690.978596017602,False,False,False,False,False,False,True,True,True,True
2200fd3,175.790680918,-36.8399652896,0.065,0.325,0.5,691.008823866713,False,False,False,False,False,False,True,True,True,True
2200fd4,175.81313,-36.8938663,0.045,0.325,0.5,240.000068564705,False,False,False,False,False,False,True,True,True,True
2200fd5,175.835600215,-36.9118304842,0.035,0.325,0.5,690.974431203779,False,False,False,False,False,False,True,True,True,True
2200fd6,175.81313,-36.9297989001,0.035,0.325,0.5,690.974380144597,False,False,False,False,False,False,True,True,True,True
2200fd7,175.790659785,-36.9118304842,0.055,0.325,0.5,690.974519290402,False,False,False,False,False,False,True,True,True,True
2200fd8,175.864143995,-37.0014652033,0.075,0.325,0.5,690.97434906496,False,False,False,False,False,False,True,True,True,True
2200fda,175.864143995,-37.0373978034,0.035,0.325,0.5,690.974348973178,False,False,False,False,False,False,True,True,True,True
2200fdb,175.841641999,-37.0194293792,0.055,0.325,0.5,690.974349012494,False,False,False,False,False,False,True,True,True,True
